Date,DayOfWeek,Hour,MISO: Demand ISO Multiday Forecast(6947)-MW,PJM: ISO Forecasted Demand RTO Hourly(4497)-MW,MISO: Day Ahead Wind Forecast(17215)-MW,PJM: Generation Forecast - Next Day Wind (locked @ 4:30 AM)(51964)-MW,ARGUS: NatGas - Average -  Transco Z6 Non-NY(4631)-$/MCF,ARGUS: NatGas - Average -  Tetco M-3(4630)-$/MCF,ARGUS: NatGas - Average -  Chicago City Gate(4625)-$/MCF,PJM: HUB DA Hourly LMP - West Internal Hub(4623)-$/MWh,PJM: HUB DA Hourly LMP - Western Hub(4624)-$/MWh,PJM: Western Forecasted Factored Weather Temp(6024)-F,PJM: Southern Forecasted Factored Weather Temp(6177)-F,PJM: COMED Forecasted Factored Weather Temp(6804)-F,MISO: RT Hourly LMP MINN HUB(5989)-$/MWh,MISO: RT Hourly LMP ILLINIOS HUB(5971)-$/MWh,MISO: RT Hourly LMP MICHIGAN HUB(5980)-$/MWh,IMPORT-PJM,LMP-COMED-PJM,LMP-AEP-PJM
11/1/2021 0:00,Monday,0,58300,67075,8278,4677.92,4.43,4.39,5.18,48.43,47.48,49,52,41,39.52,40.29,40.77,-1931,18.23,34.07
11/1/2021 1:00,Monday,1,58590,65189,8917,4301.94,4.44,4.4,5.17,45.68,44.68,49,54,39,35.62,35.98,36.4,-2588,25.73,37.17
11/1/2021 2:00,Monday,2,58700,64490,8542,4037.22,4.46,4.42,5.17,43.5,42.7,48,53,38,35.85,36.3,37.02,-3446,29.67,37.41
11/1/2021 3:00,Monday,3,58750,64783,8179,3798.74,4.48,4.44,5.17,44.34,43.31,46,52,37,35.86,36.79,37.27,-3414,30.38,40.38
11/1/2021 4:00,Monday,4,58440,66454,7747,3507.89,4.5,4.46,5.17,49.42,49.01,45,51,37,35.64,37.46,37.43,-2767,25.34,40.46
11/1/2021 5:00,Monday,5,60110,70659,7181,3197.64,4.52,4.49,5.17,57.43,56.51,44,50,36,37.83,43.28,41.51,-2614,32.35,46.89
11/1/2021 6:00,Monday,6,64500,78348,6569,2880.37,4.55,4.51,5.16,81.76,81.84,43,49,35,48.88,91.59,75.32,-1659,55.12,77.38
11/1/2021 7:00,Monday,7,70250,83700,6060,2567.53,4.57,4.53,5.16,96.11,91.08,43,49,34,48.34,65.17,58.96,-1490,105.42,124.57
11/1/2021 8:00,Monday,8,73500,85013,5759,2049.54,4.59,4.56,5.16,78.62,75.22,42,49,33,56.27,66.12,61.42,-2013,57.3,61.12
11/1/2021 9:00,Monday,9,74280,84677,5382,1537.93,4.61,4.58,5.16,74.03,70.36,43,53,34,54.22,69.07,62.02,-2030,65.82,67.23
11/1/2021 10:00,Monday,10,74000,84459,4808,1373.81,4.63,4.6,5.16,73.27,68.08,45,57,37,59.65,72.64,65.22,-1942,73.57,71.77
11/1/2021 11:00,Monday,11,73490,84037,4803,1460.88,4.66,4.62,5.16,69.88,65.4,47,60,41,244.1,296.77,87.39,-2119,108.68,76
11/1/2021 12:00,Monday,12,73150,83758,5807,1662.63,4.68,4.65,5.15,65.61,62.38,49,61,43,55.22,67,59.81,-2798,58.83,58.48
11/1/2021 13:00,Monday,13,73000,83324,7023,1961.81,4.7,4.67,5.15,65.42,63.61,50,62,44,37.85,118.48,87.19,-2895,50.76,57.69
11/1/2021 14:00,Monday,14,72850,82705,8311,2170.9,4.72,4.69,5.15,61,59.69,52,63,46,35.63,100.16,76.52,-3191,54.66,64.69
11/1/2021 15:00,Monday,15,72550,82285,9051,2271.54,4.74,4.72,5.15,62.2,60.99,52,63,46,29.98,85.29,65.38,-3499,45.52,58.22
11/1/2021 16:00,Monday,16,72390,82930,9044,2210.2,4.77,4.74,5.15,70.29,67.19,52,62,46,27.51,85.7,64.75,-3625,44.48,56.63
11/1/2021 17:00,Monday,17,72630,84514,8649,2066.06,4.79,4.76,5.14,82.09,82.14,51,62,47,43.4,79.07,67.08,-3497,63.33,72.22
11/1/2021 18:00,Monday,18,73790,86518,7787,1976.42,4.81,4.79,5.14,95.98,96.09,50,58,46,109.01,142.5,131.75,-2882,107.44,116.74
11/1/2021 19:00,Monday,19,75090,87766,7043,1933.4,4.83,4.81,5.14,87.83,88.23,48,54,44,71.68,84.36,79.77,-2716,95.42,98.22
11/1/2021 20:00,Monday,20,74360,86717,6660,2043.28,4.85,4.83,5.14,79.82,80.05,46,52,42,72.61,75.56,75.05,-2660,52.85,54.87
11/1/2021 21:00,Monday,21,72300,83696,6526,2184.84,4.88,4.85,5.14,71.4,71.21,45,50,41,57.16,58.82,58.54,-3365,62.75,70.92
11/1/2021 22:00,Monday,22,69350,79425,6427,2308.96,4.9,4.88,5.13,60.42,60.1,44,49,39,67.04,65.87,66.07,-2774,58.37,61.44
11/1/2021 23:00,Monday,23,66970,75200,6396,2436.98,4.92,4.9,5.13,55.29,54.51,44,48,39,55.04,56.17,54.33,-2920,49.96,52.72
11/2/2021 0:00,Tuesday,0,64000,73090,6349,2750.68,4.94,4.92,5.13,53.95,53.17,43,47,37,49.21,47.56,47.81,-2610,41.56,44
11/2/2021 1:00,Tuesday,1,62370,69772,5363,2693.08,4.96,4.94,5.13,52.18,51.05,43,48,37,47.04,47.68,47.1,-2886,48.13,49.36
11/2/2021 2:00,Tuesday,2,61190,69008,5304,2635.85,4.97,4.95,5.14,49.92,48.64,42,47,36,47.59,47.12,47.25,-2537,40.5,41.88
11/2/2021 3:00,Tuesday,3,60820,68915,5186,2560.94,4.99,4.96,5.15,50.61,49.52,42,47,34,46.83,45.77,46.38,-2861,41.85,43.29
11/2/2021 4:00,Tuesday,4,60760,69952,5048,2476.63,5,4.98,5.16,54.07,52.97,41,47,34,48.02,47.09,47.73,-2622,40.38,41.89
11/2/2021 5:00,Tuesday,5,61330,73934,5036,2397.57,5.01,4.99,5.17,63.88,63.03,40,46,33,42.84,43.79,43.73,-2417,44.67,48.5
11/2/2021 6:00,Tuesday,6,65000,82148,5092,2330.94,5.02,5,5.18,79.55,81,39,46,33,48.72,53.58,51.37,-1550,59.96,66.26
11/2/2021 7:00,Tuesday,7,70150,86946,5067,2208.22,5.04,5.01,5.19,91.3,96.41,39,46,32,59.11,57.87,58.5,-1288,59.58,64.82
11/2/2021 8:00,Tuesday,8,73710,87722,4818,1839.4,5.05,5.02,5.2,74.69,84.91,38,46,31,63.83,61.2,61.71,-1906,102.68,106.37
11/2/2021 9:00,Tuesday,9,74530,87251,4284,1374.11,5.06,5.03,5.21,72.32,75.61,39,49,31,66,63.41,63.83,-1896,116.46,120.44
11/2/2021 10:00,Tuesday,10,74060,86798,3272,1273.7,5.08,5.05,5.22,74.58,76.33,40,52,35,61.91,62.96,61.99,-901,95.27,98.79
11/2/2021 11:00,Tuesday,11,73280,86315,2552,1498.58,5.09,5.06,5.23,69.73,70.83,42,54,38,69.28,67.56,67.14,-1025,73.77,76.32
11/2/2021 12:00,Tuesday,12,72570,85964,3053,1787.66,5.1,5.07,5.24,68.73,69.71,44,55,41,69.51,70.93,70.04,-575,59.9,62.13
11/2/2021 13:00,Tuesday,13,72150,85620,3723,2126.68,5.11,5.08,5.24,68.65,69.6,45,55,43,85.26,85.48,86.66,-1061,62.35,67.54
11/2/2021 14:00,Tuesday,14,71990,85139,4502,2375.01,5.13,5.09,5.25,65.39,66.32,46,55,44,55.82,55.26,56.1,-1951,55.89,59.75
11/2/2021 15:00,Tuesday,15,71760,84850,4673,2406.5,5.14,5.1,5.26,64.48,65.55,46,54,45,52.79,52.36,52.98,-1759,54.05,65.45
11/2/2021 16:00,Tuesday,16,71570,85893,4392,2239.02,5.15,5.12,5.27,71.32,71.37,46,53,45,53.54,53.33,54.42,-1509,64.45,94.88
11/2/2021 17:00,Tuesday,17,71860,87881,3838,2036.95,5.16,5.13,5.28,81.36,82.24,45,52,45,124.65,123.88,126.83,-917,57.13,78.31
11/2/2021 18:00,Tuesday,18,73340,90035,3141,1928.56,5.18,5.14,5.29,100.5,100.25,44,51,44,66.76,65.05,66.09,-1700,62.47,120.26
11/2/2021 19:00,Tuesday,19,75070,91184,2449,1845.09,5.19,5.15,5.3,85.52,86.31,42,48,42,86.84,84.88,85.01,-1421,56.49,88.51
11/2/2021 20:00,Tuesday,20,74500,90571,2075,1809.52,5.2,5.16,5.31,79.32,80.26,40,47,40,68.27,66.68,66.85,-1405,63.83,88.18
11/2/2021 21:00,Tuesday,21,72800,87971,1962,1727.89,5.21,5.17,5.32,73.42,73.98,39,46,39,62.1,60.82,61.06,-1933,63.82,71.12
11/2/2021 22:00,Tuesday,22,70280,83837,1926,1619.54,5.23,5.19,5.33,65.38,65.48,38,45,37,57.48,58.03,58.39,-1877,65.54,70.51
11/2/2021 23:00,Tuesday,23,68130,79876,1931,1562.07,5.24,5.2,5.34,59.53,59.12,37,43,36,47.32,47.76,47.8,-2247,68.55,72.57
11/3/2021 0:00,Wednesday,0,65150,78127,1996,1546.4,5.25,5.21,5.35,65.91,65.6,36,43,35,51.59,53.05,53.15,-1739,71.57,74.63
11/3/2021 1:00,Wednesday,1,63910,75374,2300,1445.1,5.27,5.22,5.35,61,60.66,36,42,32,95.26,102.87,103.95,-1588,75.89,78.44
11/3/2021 2:00,Wednesday,2,63200,74958,2419,1326.09,5.28,5.23,5.36,60.54,60.06,35,42,31,56.32,59.56,60.44,-1975,137.39,146.03
11/3/2021 3:00,Wednesday,3,62810,75231,2562,1219.7,5.29,5.25,5.37,61.57,61.05,34,41,30,73.58,79.16,80.33,-1684,57.77,61.13
11/3/2021 4:00,Wednesday,4,63010,77199,2737,1095.16,5.31,5.26,5.38,63.61,63.29,34,40,30,46.08,93.03,79.57,-1583,47.43,55.28
11/3/2021 5:00,Wednesday,5,64130,81335,2972,930.15,5.32,5.27,5.39,78.56,79.14,33,40,30,42.59,57.64,54.6,-1581,74.19,80.78
11/3/2021 6:00,Wednesday,6,66750,89479,3183,795.48,5.34,5.28,5.39,104.7,108.65,33,39,29,72.53,197.33,167.66,-657,132.03,218.41
11/3/2021 7:00,Wednesday,7,71850,94241,3396,705.42,5.35,5.29,5.4,130.76,135.5,32,39,29,72.6,99.21,102.76,-549,150.77,302.81
11/3/2021 8:00,Wednesday,8,75330,93842,3593,602.62,5.36,5.31,5.41,96.44,101.61,32,38,28,76.41,82.46,88.72,-860,169.88,191.88
11/3/2021 9:00,Wednesday,9,76100,91542,3582,537.98,5.38,5.32,5.42,76.87,81.76,34,42,29,55.67,61.75,63.57,-786,57.57,62.62
11/3/2021 10:00,Wednesday,10,75620,89482,3153,501.12,5.39,5.33,5.42,74.9,79.01,37,46,33,54.62,56.97,58.35,-623,55.53,58.81
11/3/2021 11:00,Wednesday,11,74790,87758,2389,485.48,5.4,5.34,5.43,70.91,73.59,40,49,37,54.13,55.32,56.41,-1139,56.39,58.87
11/3/2021 12:00,Wednesday,12,74000,86506,1986,509.5,5.42,5.36,5.44,64.48,67.3,43,51,40,54.67,58.1,57.09,-1485,58.2,60.12
11/3/2021 13:00,Wednesday,13,73460,85677,2003,549.45,5.43,5.37,5.45,61.33,63.79,44,52,42,59.66,77.63,67.09,-1035,54.39,55.47
11/3/2021 14:00,Wednesday,14,73180,84874,2207,538.79,5.45,5.38,5.46,61.35,65.1,45,53,43,64.34,76.46,73.67,-1083,69.3,72.21
11/3/2021 15:00,Wednesday,15,72950,84690,2316,476.98,5.46,5.39,5.46,60.78,64.72,46,54,44,51.48,65.76,61.5,-1067,55.27,57.74
11/3/2021 16:00,Wednesday,16,72920,85878,2176,397.7,5.47,5.41,5.47,63.42,68.22,46,53,44,53.74,68.71,64.37,-1245,54.71,58.52
11/3/2021 17:00,Wednesday,17,73370,88389,1982,340.64,5.49,5.42,5.48,78.13,83.73,46,52,44,64.45,79.12,75.68,-1401,88.46,107
11/3/2021 18:00,Wednesday,18,74800,91371,1902,300.96,5.5,5.43,5.49,97.89,104.92,44,49,43,74.22,90.67,86.27,-906,125.65,169.9
11/3/2021 19:00,Wednesday,19,76470,92589,2120,244.78,5.51,5.44,5.5,88.42,94.9,42,46,40,75.91,77.49,80.31,-762,88.89,133.48
11/3/2021 20:00,Wednesday,20,75680,92522,2797,216.64,5.53,5.45,5.5,77.29,81.76,40,43,39,126.66,152.91,146.83,167,64.53,107.85
11/3/2021 21:00,Wednesday,21,74140,90173,3803,222.08,5.54,5.47,5.51,74.22,76.42,39,42,37,59.41,84.8,78.47,-729,68.65,109.25
11/3/2021 22:00,Wednesday,22,71670,86159,4661,263.42,5.56,5.48,5.52,67.68,68.45,38,41,36,43.62,74.18,65.37,-1397,66.55,79.68
11/3/2021 23:00,Wednesday,23,69420,82293,5176,312.16,5.57,5.49,5.53,60.73,60.65,36,40,35,44.01,57.84,53.97,-1856,60.52,74.07
11/4/2021 0:00,Thursday,0,66230,80056,5439,251.34,5.58,5.5,5.54,67.85,70.4,35,40,34,42.25,68.34,60.47,-1156,54.49,68.47
11/4/2021 1:00,Thursday,1,64600,77104,5574,287.52,5.59,5.51,5.54,67.8,69.94,34,43,31,50.35,107.27,89.63,-370,82.22,107.62
11/4/2021 2:00,Thursday,2,64160,76702,5726,342.16,5.58,5.5,5.54,66.1,67.91,33,43,31,45.98,110.19,90.26,-954,73.68,91.84
11/4/2021 3:00,Thursday,3,63780,77567,5829,406.48,5.57,5.49,5.54,66.88,67.96,32,42,31,42.79,68.52,61.75,-740,75.69,85.52
11/4/2021 4:00,Thursday,4,63990,79028,5932,480.68,5.56,5.49,5.54,68.31,70,31,42,31,52.99,89.17,78.91,-445,53.55,62.72
11/4/2021 5:00,Thursday,5,65420,83284,5842,557.46,5.55,5.48,5.54,81.24,85.65,31,41,30,62.65,86.32,80.42,2,59.48,81.45
11/4/2021 6:00,Thursday,6,67130,92269,5590,618.41,5.54,5.47,5.55,121.77,132.42,31,40,30,55.25,94.51,82.8,268,90.39,170.78
11/4/2021 7:00,Thursday,7,72130,96903,5502,651.11,5.53,5.47,5.55,164.59,161.66,31,39,31,227,259.97,258.3,755,66.39,170.6
11/4/2021 8:00,Thursday,8,76010,96197,5506,611.63,5.52,5.46,5.55,126.75,134.79,31,40,31,94.37,153.53,138.46,-162,137.88,217.71
11/4/2021 9:00,Thursday,9,76780,93699,5559,454.05,5.51,5.46,5.55,88.15,100.61,33,42,32,68.53,69.12,72.2,-890,136.82,158.14
11/4/2021 10:00,Thursday,10,75930,91334,4990,298.42,5.5,5.45,5.55,87.37,102.72,37,46,35,59.74,61.78,64.14,-398,78.63,83.84
11/4/2021 11:00,Thursday,11,74570,89275,3774,249.99,5.49,5.44,5.55,77.22,88.17,40,49,38,108.12,134.07,126.12,200,90.02,91.05
11/4/2021 12:00,Thursday,12,73330,87738,3868,258.91,5.48,5.44,5.55,69.65,76.91,44,51,40,55.03,76.44,69.53,69,84.21,69.87
11/4/2021 13:00,Thursday,13,72340,86688,4582,306.59,5.47,5.43,5.55,69.21,75.88,45,51,42,41.92,70.26,59.96,-569,81.6,71.51
11/4/2021 14:00,Thursday,14,71570,85714,5136,339.34,5.46,5.42,5.55,67.21,74.21,47,52,44,36.64,68.65,58.97,-739,81.56,84.43
11/4/2021 15:00,Thursday,15,70990,85577,5363,354.74,5.45,5.42,5.56,66.16,72.63,47,52,45,36.9,61.9,57.59,-763,68.7,68.18
11/4/2021 16:00,Thursday,16,70720,86558,5361,360.04,5.45,5.41,5.56,72.53,83.49,47,52,46,47.19,111.71,85.99,-720,61.28,65.91
11/4/2021 17:00,Thursday,17,71150,88994,5700,412.63,5.44,5.4,5.56,80.11,91.62,46,51,46,72.5,182.36,143.13,-593,73.55,108.58
11/4/2021 18:00,Thursday,18,72840,92095,6579,525.3,5.43,5.4,5.56,104.13,120.49,45,49,46,132.28,187.66,167.02,-239,129.43,170.74
11/4/2021 19:00,Thursday,19,75120,93716,8517,686.76,5.42,5.39,5.56,94.95,106.11,42,45,43,55.56,121.66,109.51,-762,118.61,192.11
11/4/2021 20:00,Thursday,20,75170,93351,10671,909.43,5.41,5.38,5.56,87.85,97.87,40,43,41,13.25,169.48,125.38,-47,62.5,105.67
11/4/2021 21:00,Thursday,21,73810,90635,12065,1154.58,5.4,5.38,5.56,77.34,84.23,38,41,40,13.55,102.25,63.22,-454,79.22,99.44
11/4/2021 22:00,Thursday,22,71470,86506,12903,1413.02,5.39,5.37,5.56,77.73,81.03,37,40,39,15.19,92.83,57.12,-628,59.41,72.93
11/4/2021 23:00,Thursday,23,69400,82465,13340,1686.96,5.38,5.36,5.56,68.34,69.8,36,39,38,9.42,105.88,59.95,-975,60.31,73.98
11/5/2021 0:00,Friday,0,66550,80500,13570,1532.94,5.37,5.36,5.56,84.19,85.99,34,39,37,5.25,74.02,48.28,-1774,61.21,75.03
11/5/2021 1:00,Friday,1,64890,79418,14441,1707.1,5.36,5.35,5.56,80.62,81.46,32,37,35,8.69,114.32,62.03,-854,44.34,66.05
11/5/2021 2:00,Friday,2,64190,79420,14683,1901.59,5.36,5.32,5.56,78.21,79.65,32,37,34,8.15,100.23,52.51,-1023,61.08,82.01
11/5/2021 3:00,Friday,3,63880,79721,14869,2087.79,5.35,5.3,5.55,79.03,80.08,31,36,33,8.71,97.46,52.89,-855,54.63,92.9
11/5/2021 4:00,Friday,4,64190,81882,15133,2223.7,5.34,5.28,5.54,83.27,87.08,31,35,33,9.24,85.45,54.56,-851,64.92,89.03
11/5/2021 5:00,Friday,5,64960,86284,15549,2328.96,5.33,5.26,5.54,92.26,104.31,30,35,33,14.09,48.7,71.01,104,37.15,124.31
11/5/2021 6:00,Friday,6,67510,94200,15979,2451.09,5.33,5.24,5.53,141.74,173.79,30,35,32,16.9,88.59,60.31,85,73.59,158.9
11/5/2021 7:00,Friday,7,72750,98329,16426,2507.95,5.32,5.22,5.53,175.18,228.26,30,35,32,43.59,130.27,136.77,9,57.82,299.85
11/5/2021 8:00,Friday,8,76020,98914,16833,2353.62,5.31,5.2,5.52,141.49,185.43,29,36,32,53.61,126.46,125.23,-336,73.2,181.03
11/5/2021 9:00,Friday,9,76440,97011,17161,1826.48,5.31,5.18,5.51,97.16,123.78,31,40,33,17.47,64.59,59.09,-988,55.22,65.8
11/5/2021 10:00,Friday,10,75410,94320,17097,1445.93,5.3,5.15,5.51,82.02,103.85,36,45,37,18.46,77.16,59.69,-804,64.45,68.73
11/5/2021 11:00,Friday,11,73900,91725,16994,1542.52,5.29,5.13,5.5,74.93,86.65,41,49,41,18.17,102.35,66.65,-825,63.23,66.11
11/5/2021 12:00,Friday,12,72390,89600,17272,1740.65,5.29,5.11,5.49,68.3,74,44,51,45,9.23,74.42,55.92,-1637,53.97,60.78
11/5/2021 13:00,Friday,13,71220,88373,17635,1816.92,5.28,5.09,5.49,66.84,73.68,46,53,48,7.45,109.29,59.53,-2085,48,60.84
11/5/2021 14:00,Friday,14,70210,87232,17949,1761.1,5.27,5.07,5.48,64.73,70.44,48,53,50,3.45,76.67,48.54,-1743,48.55,57.39
11/5/2021 15:00,Friday,15,69320,86750,18153,1705.12,5.27,5.05,5.48,61.12,65.04,49,54,50,-2.05,81.03,44.6,-1781,40.18,51.76
11/5/2021 16:00,Friday,16,68780,87231,18184,1736.75,5.26,5.03,5.47,64.13,69.32,49,54,51,1.47,74.41,45.18,-1595,47.07,54.68
11/5/2021 17:00,Friday,17,68960,89197,17960,1976.99,5.25,5.01,5.46,74.38,80.35,48,53,51,8.09,134.14,77.87,-1201,42.65,60.51
11/5/2021 18:00,Friday,18,70340,92321,17726,2418.01,5.25,4.98,5.46,92.54,102.62,46,49,49,15.38,120.68,70.14,-707,55.21,63.71
11/5/2021 19:00,Friday,19,72100,93668,17659,2995.81,5.24,4.96,5.45,83.75,91.1,43,45,46,12.74,67.94,53.6,-998,59.63,62.54
11/5/2021 20:00,Friday,20,71710,93013,17182,3496.67,5.23,4.94,5.45,81.29,86.57,41,43,44,3.76,75.42,47.51,-1627,59.94,70.82
11/5/2021 21:00,Friday,21,70170,91016,17024,3892.5,5.23,4.92,5.44,75.5,79.67,39,41,43,6.68,52.7,45.15,-1228,54.68,67.92
11/5/2021 22:00,Friday,22,68070,87371,16937,4172.81,5.22,4.9,5.43,71.56,73.37,37,39,42,5.47,59.45,44.11,-1030,49.26,61.95
11/5/2021 23:00,Friday,23,65430,83831,16724,4318.26,5.21,4.88,5.43,65.17,65.1,36,39,41,4.2,36.92,36.75,-1515,37.74,61.63
11/6/2021 0:00,Saturday,0,62890,79042,16243,4028.98,5.21,4.86,5.42,70.06,69.98,35,38,40,9.1,16.68,36.76,-1024,26.23,61.3
11/6/2021 1:00,Saturday,1,61500,78736,17316,4058.28,5.2,4.84,5.42,66.63,66.35,33,37,37,0.25,44.81,47.01,-1046,13.16,59.9
11/6/2021 2:00,Saturday,2,60520,78172,16495,4023.4,5.19,4.84,5.41,66.38,66.14,32,36,37,13.19,8.92,45.72,-1091,13.99,60.11
11/6/2021 3:00,Saturday,3,60290,78266,15515,3938.92,5.19,4.84,5.4,66.73,66.31,32,36,37,14.19,13.93,47.11,-1097,17.14,62.35
11/6/2021 4:00,Saturday,4,60580,79008,14521,3882.03,5.18,4.84,5.4,66.8,66.45,31,36,37,19.71,5.93,46.31,-1080,26.13,70.43
11/6/2021 5:00,Saturday,5,61840,81290,13798,3855.2,5.17,4.84,5.39,76.13,76.1,31,36,37,19.71,5.57,43.26,-466,12.69,56.54
11/6/2021 6:00,Saturday,6,64500,84851,13180,3835.71,5.17,4.84,5.38,91.81,92.91,30,36,36,22.05,-5.4,48.09,-773,19.18,53.54
11/6/2021 7:00,Saturday,7,66770,87702,12544,3768.84,5.16,4.84,5.38,112.35,113.46,30,37,36,26.25,26.68,57.11,-169,32.5,89.14
11/6/2021 8:00,Saturday,8,67900,88193,11810,3519.98,5.15,4.84,5.37,107,108.01,30,37,37,36.44,57.99,76.79,-1082,68.13,116.2
11/6/2021 9:00,Saturday,9,68250,86329,10774,2789.18,5.15,4.84,5.37,87.18,89.14,32,42,37,51.59,62.64,67.84,-1491,57.04,76.35
11/6/2021 10:00,Saturday,10,68060,83492,9087,2101.25,5.14,4.84,5.36,79.09,80.36,37,46,40,78.41,85.18,88.39,-2676,55.94,61.12
11/6/2021 11:00,Saturday,11,67410,81134,7053,1849.82,5.13,4.84,5.35,76.27,77.63,42,51,44,57.1,63.28,62.06,-2541,53.84,56.33
11/6/2021 12:00,Saturday,12,66560,79004,5568,1711.99,5.13,4.84,5.35,67.24,68.56,47,54,48,51.46,56.58,54.06,-3437,57.67,59.87
11/6/2021 13:00,Saturday,13,65730,77265,4792,1660.09,5.12,4.84,5.34,64.71,66.05,50,55,51,54.1,62.07,56.25,-2420,56.58,58.93
11/6/2021 14:00,Saturday,14,64910,75974,4667,1640.69,5.11,4.84,5.34,60.45,61.71,52,56,54,45.54,47.35,47.71,-2679,51.38,53.57
11/6/2021 15:00,Saturday,15,64220,75473,4771,1671.4,5.11,4.84,5.33,58.78,60.08,54,57,55,40.97,42.81,43.87,-1826,49.57,52.63
11/6/2021 16:00,Saturday,16,64010,76436,4781,1801.18,5.1,4.84,5.32,62.11,63.63,54,57,56,36.26,38.36,39.51,-2159,48.82,54.42
11/6/2021 17:00,Saturday,17,64560,78576,5178,2139.07,5.09,4.84,5.32,68.5,70.23,54,55,56,54.35,71.15,62.15,-1448,48.94,52.86
11/6/2021 18:00,Saturday,18,66200,80904,6744,2619.72,5.09,4.84,5.31,82.54,84.56,51,53,55,60.31,78.12,75.64,-1209,56.61,61.4
11/6/2021 19:00,Saturday,19,68070,82742,9214,3067.3,5.08,4.84,5.31,76.78,78.34,48,50,52,33.37,41.33,51.84,-1595,46.55,60.64
11/6/2021 20:00,Saturday,20,67920,83233,11524,3396.98,5.07,4.84,5.3,71.85,72.9,45,49,50,20.69,30.98,51.05,-1776,27.73,63.37
11/6/2021 21:00,Saturday,21,66570,81985,13285,3635.06,5.07,4.84,5.29,65.58,66.47,43,47,49,13.42,27.27,43.77,-1697,19.72,53.02
11/6/2021 22:00,Saturday,22,64540,79539,14642,3734.28,5.06,4.84,5.29,61.91,62.73,41,46,48,12.79,53.61,47,-1897,26.08,58.08
11/6/2021 23:00,Saturday,23,62010,76705,15357,3722.59,5.05,4.84,5.28,58.35,58.38,40,45,47,29.88,11.38,46.99,-1660,30.28,88.06
11/7/2021 0:00,Sunday,0,60370,74573,15464,4135.71,5.05,4.84,5.27,54.27,54.26,38,45,46,15.2,-16.62,36.22,-2645,34.48,118.04
11/7/2021 1:00,Sunday,1,56830,73123,16549,3785.15,5.03,4.84,5.26,37.27,37.09,35,46,46,50.14,33.75,39.01,-4401,43.08,67.12
11/7/2021 2:00,Sunday,2,57120,72552,15735,3581.2,5.03,4.84,5.26,46.89,46.48,34,44,45,57.1,32.48,39.99,-1504,31.63,50.54
11/7/2021 3:00,Sunday,3,57170,72538,14897,3369.14,5.02,4.84,5.25,46.42,45.75,33,44,43,43.05,21.95,41.91,-1354,32.99,58.96
11/7/2021 4:00,Sunday,4,57960,73043,14231,3157.08,5.01,4.84,5.24,48.51,47.86,33,43,42,53.71,45.32,49.81,-1329,38.15,71.96
11/7/2021 5:00,Sunday,5,57930,74468,13618,2998.77,5,4.84,5.24,53.24,52.7,32,43,41,33.33,74.25,55.3,-1260,48.5,85.49
11/7/2021 6:00,Sunday,6,58570,76770,13178,2886.47,5,4.84,5.23,61.68,60.44,32,42,41,39.58,106.85,67.98,-427,10.52,72.67
11/7/2021 7:00,Sunday,7,60290,78975,12772,2663.47,4.99,4.84,5.23,73.75,71.91,32,42,41,46.62,96.57,58.07,-957,38.95,106.82
11/7/2021 8:00,Sunday,8,61750,79925,12136,2084.77,4.98,4.84,5.22,74.83,73.3,34,45,42,76.46,73.23,57.84,-854,40.31,65.52
11/7/2021 9:00,Sunday,9,62610,79228,10718,1444.26,4.98,4.84,5.21,63.09,63.09,40,48,46,88.63,60.55,61.45,-938,52.82,63.26
11/7/2021 10:00,Sunday,10,62930,77567,8923,1217.98,4.97,4.84,5.21,57.71,57.11,46,53,50,82.2,60.29,60.91,-1402,64.95,69.27
11/7/2021 11:00,Sunday,11,63020,76198,8070,1342.62,4.96,4.84,5.2,51.43,51.14,51,55,54,77.73,79.16,61.89,-757,51.97,52.75
11/7/2021 12:00,Sunday,12,62930,75392,8021,1732.08,4.96,4.84,5.2,48.64,48.29,55,57,58,52.39,50.04,49.02,-1454,47.75,49.64
11/7/2021 13:00,Sunday,13,62750,74478,8370,2205.46,4.95,4.84,5.19,46.95,46.74,57,58,60,44.42,45.65,47.6,-1413,31.27,36.57
11/7/2021 14:00,Sunday,14,62450,73953,8933,2634.38,4.94,4.84,5.18,46.63,46.72,59,59,62,37.45,36.69,39.04,-2161,29.27,40.37
11/7/2021 15:00,Sunday,15,62280,74177,9506,3092.65,4.94,4.84,5.18,47.73,47.74,59,59,63,37.09,34.62,36.74,-2477,9.25,41.49
11/7/2021 16:00,Sunday,16,62850,75905,10039,3811.5,4.93,4.84,5.17,60.24,60.26,59,58,63,41.07,38.7,41.17,-2861,42.91,68.05
11/7/2021 17:00,Sunday,17,65240,79081,10848,4626.58,4.92,4.84,5.16,80.03,80.07,56,55,61,64.04,62.84,69.34,-2890,48.03,86.16
11/7/2021 18:00,Sunday,18,68310,81759,12120,5256.54,4.92,4.84,5.16,72.39,72.33,52,51,58,56.66,54.82,60.7,-1863,17.33,40.58
11/7/2021 19:00,Sunday,19,68560,83640,13154,5729.77,4.91,4.84,5.15,69.58,69.04,50,49,56,38.04,25.54,45.48,-2266,7.17,46.09
11/7/2021 20:00,Sunday,20,67440,83848,13675,6070.18,4.9,4.84,5.15,64.05,63.93,48,47,55,32.08,31.45,41.48,-2687,17.14,46.31
11/7/2021 21:00,Sunday,21,65610,81854,14014,6219.58,4.9,4.84,5.14,57.09,56.95,46,46,54,49.41,37.05,38.66,-2773,16.7,42.97
